0,0,0,0,0,0,12.62,0,0,9.962
0,0,0,0,0,0,0,0,0,531.5
0,0,0,0,0,74.78,14.3,89.65,0,3.668
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,92.92,8.552,0,0,59.8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.08,0,107,32.49
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,81.97,16.97,131.9,239.7,39.74
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.69,0,0
0,0,0,0,0,0,0,0,0,352.5
0,0,0,0,0,11.44,0,0,16.75,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.8,0,97.05,130.6,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33.51,0,35.63,25.34,298.7
0,0,0,0,0,0,0,0,0,9.844
0,0,0,0,0,54.72,17.19,0,49.72,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,30.43,23.07,51.2,150.6,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,42.92,0,166.6,0,99.67
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.24,0,0,12.8,86.89
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24.11,81.46,68.87,49.39
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.28,0,0,55.29,34.69
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,70.23,62.42
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13.16,69.97,0,0
0,0,0,0,0,217.1,0,0,0,0
0,0,0,0,0,22.45,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,250.1,92.25
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.05,65.55,0,157.1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17.41,0,130.6,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,367.2,0,35.84
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,128.9,0,33.92,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,250.5,0,21.99,38.85,116.3
0,0,0,0,0,0,0,0,205.2,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,173.4,156.5,234.3,60.79
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8.022,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,261.6,56.24,0,0,62.43
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17.84,0,0,0,0
0,0,0,0,0,342.6,16.79,23.17,129.3,20.24
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,268.7,12.58,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28.18,91.06,213.7,77.78
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,249.1,38.27,0,0,0
0,0,0,0,0,592.4,0,0,0,0
0,0,0,0,0,486.1,25.49,10.46,128.5,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,115.1,50.06,0,119,39.52
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,251.6,0,142.5,116.4,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,247.7,0,34.29,5.243,0
0,0,0,0,0,524.1,0,0,0,0
0,0,0,0,0,254.2,108.4,70.3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
