23.72,17.87,21.61,0,14.13,0,9.976,6.924,11.83,0,86.1,0,17.28,0,27.86,25.26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,130.1,0,59.89,47.32,0,5.636,224.4,0,174.6,45.94,0,4.601,2.97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,537.2,0,11.01,0,40.12,119.6,0,0,32.01,97.64,0,33.97,0,15.42,6.075
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.06,0,10.16,1.7,19.2,19.74,0,22.13,25.4,0,95.69,30.01,0,0,20.24,14.97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.77,0,75.39,55.99,0,0,0,274.4,196.2,0,44.11,0,0
0,0,0,0,0,0,0,0,0,0,77.54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160.7,293.7,81.3,0,38.52,0,0,0,0,0,0,0,47.72,32.18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.52,18.06,0,78.5,18.54,20.67,0,0,16.51,17.66,0,0,18.02,0,0,3.162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,133.2,0,0,0,0,40.73,0,35.9,0,262.2,0,0,0,103.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,147.7,0,0,0,0,78.35,0,0,147,587.2,0,34.62,19.31,37.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.11,18.87,0,49.51,10.02,12.29,35.71,0,20.23,0,0,87.97,11.95,25.13,0,31.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,94.03,6.098,0,0,109.9,137.4,0,71.03,84.71,233.2,0,108.2,11.26,45.65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32.12,0,0,0,26.02,0,0,36.49,0,0,39.9,0,54.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3,25.42,0,13.69,18.07,28,0,0,13.34,75,0,34.86,23.3,51.52,0,22.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1,48.51,49.95,0,9.175,0,369.7,0,168,31.64,0,23.63,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,360.2,43.91,0,0,35.26,4.198,0,0,104.1,1.274,0,0,2.993,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.87,0,50.38,0,22.78,0,0,0,21.49,0,0,0,13.39,0,18.29,10.3
0,0,0,0,0,0,0,70.52,0,0,0,0,0,0,0,0
0,84.25,21.46,127.8,0,44.61,0,13.04,6.208,161.7,0,0,58.87,0,131.6,24.13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,82.72,82.94,39.63,0,23.68,341,106.5,0,78.18,115,1.101,5.265,11.19,47.69,72.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.32,0,85.73,37.76,18.3,0,0,0,15.28,0,0,51.08,0,0,3.559,0.7376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,113.3,0,0,0,0,41.35,0,24.59,0,196.8,43.8,0,0,133.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132.4,2.345,59.43,0,0,185.6,10.26,0,165.7,537.7,21.09,29.92,12.24,53.25,42.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.17,0,51.56,0,12.85,31.11,0,9.792,0,0,95.77,14.99,23.11,0,34.88,19.59
0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0
0,91.92,0,0,0,113.5,118.6,116.4,34.33,54.46,117.6,54.85,113.2,21.18,51.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41.23,90.64,0,0,40.79,0,0,46.49,0,0,43.53,0,41.54,0
0,0,0,0,0,0,0,0,0,0,3.671,0,0,0,0,0
15.55,0,10.87,12.05,21.22,0,0,24.18,70.14,0,30.09,25.2,49.33,0,13.36,16.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.77,3.407,79.13,0,0,317.6,4.052,109.6,23.81,0,14.7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4363,59.37,36.53,0,0,0,11.47,0,37.88,5.076,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.33,18.52,0,297.2,21.22,18.14,28.71,0,15.72,19.07,11.11,58.01,18.4,0,0,2.986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,61.41,41.54,0,0,50.74,0,0,58.85,73.96,21.91,0,17.93,66.54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,108.6,0,0,6.401,80.46,0,0,36.09,176.5,0,15.19,84.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.05,14.37,0,234.8,11.23,13.85,77.6,19.5,18.5,13.55,0,92.67,11.83,31.81,29.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.05,70.75,0,0,143.5,39.7,0,172,36.9,231,0,0,26.07,43.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.526,97.15,187.2,0,0,98.48,0,0,42.93,16.85,0,0,18.73,153.1,44.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.33,26.29,0,0,19.62,31.97,0,105.3,14.6,113.4,72.18,36.72,20.83,14.72,7.228,135.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,141.4,0.7159,0,12.41,0,0,0,0,0,79.47,153.1,0,0,38.12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.34,0,172,0,23.85,41.92,87.65,0,0,57.66,0,0,0.6083,26.52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.35,5.332,199.9,0,20.42,0,128.3,145.8,27.69,35.75,0,0,0,0,21.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.211,97.62,0,0,53.6,0,100.6,18.08,0,0,21.79,61.87,19.54,0,32.77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170.9,0,129.7,0,83.77,0,69.11,0,154.6,96.74,22.57,3.85,0,0,34.69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.01,0,308.1,0,15.54,38.32,0,0,15.5,8.321,63.92,0,1.49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60.95,68.77,23.98,0,16.62,0,147.8,59.68,80.81,0,0,23.7,75.69,0,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29.58,141.5,0,15.26,124.1,0,0,41.13,146.1,0.7313,13.61,83.75,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.11,0,239.6,0,13.54,81.82,31.65,28.59,10.44,0,91.39,0,28.4,29.49,0,22.12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7585,75.58,76.77,0,0,147.5,0.989,0,142.4,17.81,143.4,44.45,0,20.94,49.96,1.362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.36,64.68,182.2,79.81,0,65.07,0,82.16,33.35,3.557,0,4.334,7.757,114.2,32.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.9,0,0,46.09,22.27,0,82.47,22.01,118,68.15,184.9,24.04,12.63,8.963,134.4,15.09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132.7,0,13.9,0,0,0,19.11,1.589,0,89.07,9.277,0,7.74,48.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,136,3.579,0,45.55,130.5,18.51,0,20.52,0,0,0,50.68,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.96,20.82,0,70.98,16.52,20.54,15.01,7.884,14.01,0,11.02,10.32,14.6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,186.1,31.64,0,0,105.2,125.5,0,146.3,64.87,0,0,3.177,4.041,79.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0
0,1.265,0,0,0,0,0,91.58,0,0,36.79,0,0,43.11,287.2,99.79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.58,14.19,0,12.13,12.72,14.05,0,43.05,23.52,1.554,0,16.88,18.7,60.77,10.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,40.45,84.56,0,0,158.1,105.2,0,0,9.204,9.523,0,34.22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32.35,0,0,0,0,0,0,0,0,0,0,0,0
0,5.296,8.941,2.837,0,6.632,0,125.5,0,38.82,19.93,0,0,0,0,125.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.94,23.66,0,0,21.68,25.7,0,114.6,14.66,39.37,0,0,22.68,17.38,53.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.68,0,0,0,0,42.12,4.26,77.11,0,71.32,16.65,35.95,138.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40.3,0,79.89,0,28.53,653.7,299.8,0,72.54,19.31,29.31,0,84.72,18.68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.95,0,0,0,14.61,0,0,147.3,26.48,35.57,0,59,11.82,39.66,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,126,11.53,0,33.26,0,482.4,33.26,0,119.7,0,100.5,0,11.85,11.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,52.66,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84.57,4.738,35.78,0,101.2,92.32,0,0,37.45,97.87,19.94,5.702,26.56,107.8,63.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.73,0,76.94,52.07,20.22,22.7,9.342,0,0,8.078,24.6,21.72,2.384,0,0,10.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,201,63.81,60.61,0,125.9,121.5,182.7,156,73.07,0,60.99,24.28,0,78.36,40.66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,261.5,0,0,0,0,0,0,0,0,0
0.9848,0,38.28,36.05,0,0,87.74,247.3,0,45.76,0,17.09,43.75,283.9,119.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.29,0,13.86,42.21,12.83,0,41.53,0.5532,0,0,16.96,25.58,57.89,4.998,0,20.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55.22,81.11,0,0,154.3,148,0,0,22.2,0.2278,0,48.11,0,0,7.343
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,59.56,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.74,88.42,0,0,108.9,41.15,39.23,21.23,0,5.109,0,0,105.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.73,0,0,0,19.4,0,119.6,28.69,36.4,0,0,14.37,20.27,55.87,0,14.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.14,0,0,0,0,0,0,76.61,0,77.46,0,45,148.1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.918,0,64.27,0,0,626.8,281.1,0,66.47,0,42.93,0,89.39,290,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.18,19.67,86.75,16.66,17.82,21.16,73.84,0,14.68,63.25,0,0,16.45,6.513,6.44,2.617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.89,0,0,47.43,220.3,0,135.2,0,103.8,0,162.7,41.91,32.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.8,0,0,122.3,0,0,90.91,84.21,6.603,0,29.84,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.79,15.3,0,4.15,14.74,12.69,0,55.66,25.57,20.39,0,26.04,21.93,55.34,10.23,7.157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,52.08,71.52,0,19.74,236.7,0,0,59.17,0,5.842,8.484,0,3.876,42.09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,154.5,0,0,95.79,114.8,0,48.47,0,12.41,0,30.36,149,99.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6186,21.14,24.24,0,19.25,25.25,0,119.5,12.68,0,0,16.29,7.796,30.78,0,18.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.625,52.87,58.25,0,688.1,25.33,22.04,0,3.863,25.8,10.24,19.55,0,17.18,39.97
0,0,0,0,0,0,0,177.3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.877,14.21,0,0,0,22.94,0,0,21.66,14.66,36.7,0,99.02,24.65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.49,0,0,0,14.52,8.238,0,0,24.67,32.38,0,0,18.74,1.145,5.489,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.74,24.48,0,0,0,0,120.7,0.03665,96.02,0,6.27,0,102.1,10.32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.93,118.1,52.46,0,16.8,0,32.94,0,13.52,9.302,0,35.63,0,0,26.27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.56,90.43,12.47,0,20.69,77.5,0,0,57.23,0,0.2291,23.97,2.976,13.83,7.104,0.9558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.86,108.8,0,33.12,206.2,58.71,122.7,0,100.9,29.7,162.1,60.82,20.79,66.78
0,0,8.463,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,65.42,29.79,0,188.6,0,0,88.27,76.89,0,0,41.21,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.53,0,5.035,15.67,14.37,0,65.91,0,37.07,0,28.07,27.15,54.97,6.799,5.698,22.91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58.25,68.31,0,7.679,286.4,0,162.6,53.04,0,1.608,8.178,0,4.393,34.76,26.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.23,138.4,0,0,63.01,109.2,0,33.27,0,15.33,4.199,49.18,181.7,115.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.14,6.159,0,27.06,21.9,0,81.96,28.92,0,0,12.68,15.9,23.95,0,17.69,18.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126.6,62.39,0,1.048,0,287.8,21.28,0,48,7.573,0,0,8.516,38.74,228.2
0,0,0,0,0,0,60.11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.25,0,0,0,59.5,0,0,6.66,38.63,35.81,0,106,13.66,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.48,18.7,0,0,17.63,26.36,0,0,14.5,0,0,1.319,16.09,6.742,52.42,20.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27.53,0,10.16,0,249.8,0,0,0,96.44,0.9125,0,108.6,38.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37.1,0,0,203.6,634.9,0,33.96,2.312,23.86,0,34.53,238.6,12.18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34,13.55,15.23,0,13.49,0,0,82.16,18.88,0,0,24.64,23.35,9.596,0,8.467
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,105.1,99.16,0,57.5,95.23,199.9,0,107.4,20.26,48.26,14.99,36.86,0,34.29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.06,30.08,0,0,30.14,28.73,0,38.24,0,61.8,0,43.38,175.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.57,22.92,0,0,18.5,28.28,3.917,26.24,14.77,53.85,2.76,5.037,12.75,44.97,0,11.17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.09,0,305.2,0,184.6,45.94,0,16.18,0,0,0,107.5,26.74,3.823,34.08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12.31,18.31,0,4.335,133.7,0,0,0,9.567,0,0,0,61,26.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.02,5.673,0,0,13.79,0,0,0,41.4,10.52,8.096,13.18,16.64,67.16,17.38,37.91
0,0,0,53.77,0,0,0,0,0,0,0,0,0,0,0,0
0,59.99,0,0,0,178.5,0,13.64,34.52,0,146.7,15.03,0,0,75.28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.02,273.2,69.79,0,27.85,121.4,0,0,14.98,38.26,89.59,77.73,0,0,34.03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,0,0,0,24.94,0.7761,0,50.9,0,0,2.893,0,9.821,44.69,22.98,18.87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36.48,0,5.733,0,184.6,26.17,0,0,125.7,0,0,101,33.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,138.7,0,0,155.2,608.3,40.59,32.5,0,37.12,36.64,52.05,240,18.5,4.205
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.57,18.06,0,9.021,1.786,0,80.76,17.6,0,0,28.14,15.4,12.97,0,7.711,21.57
0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
0,89.42,72.08,121.1,35.38,58.87,79.84,65.5,108.2,26.56,52.57,8.671,48.11,0,43.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.772,57.31,0,0,52.11,0,0,42.29,0,50.6,0,56.56,160.8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.96,0,0,28.9,24.36,0,1.403,24.3,52.53,0,0.5748,17.95,59.65,0,17.8,16.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,249.9,0.945,91.59,34.91,0,17.61,0,0,0,0,50.66,0,133.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.8426,0,88.13,0,0,0,0,0,0,0,74.53,13.66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.95,18.63,18.56,9.505,18,31.56,34.04,38.27,17.91,0,0,8.548,15.78,22.78,0,22.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.09,59.75,0,0,23.25,72.88,0,0,0,46.48,8.696
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,62.29,0,0,0,41.98,181.8,0,11.97,34.46,0,0,0,0,71.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.678,11.27,32.65,0,12.97,9.587,0,119.6,9.113,13.29,14.71,15.19,20.89,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,141.7,4.853,0,110.4,34.11,322.5,0,0,16.5,43.1,0,46.04,0,145.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.181,172.7,0,0,53.52,23.63,0,0,50.92,181.8,9.485,0,67.21,32.49,29.42
0,0,0,0,0,0,0,0,0,0,0,0,0,163.3,0,0
20.73,25.86,0,182.2,19.08,120.8,49.75,29.09,18.88,23.58,6.938,136.4,0,0,9.999,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8.674,0,0
0,11.65,18.66,0,0,0,0,107.2,595.4,0,0,47.94,97.88,0,1.072,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.63,0,0,0,0,54.71,0,0,0,26.31,0,0,217.5,26.27,31.91
0,0,0,0,0,0,0,0,0,0,0,0,0,61.15,0,0
