0,0,65.473,57.87,11.066,22.565,8.2199,9.4745,0,0
0,0,0,0,0,0,0,0,0,0
71.504,99.655,0,27.282,13.256,39.274,53.762,5.2203,34.214,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
21.349,0,0,30.46,21.858,0,10.646,0,22.942,111.89
0,0,0,0,0,0,0,0,0,0
12.394,0,0,0,0,9.7666,41.825,6.0193,0,0
0,0,0,0,0,0,0,0,0,0
101.65,0,71.28,158.38,0,73.987,45.535,14.905,31.061,114.22
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,101.37,0,0,0,0,0,0,0,0
78.288,2.6728,0,0,65.036,13.74,0,9.361,48.746,0
0,0,0,0,0,0,0,0,0,0
63.468,56.343,18.364,0,22.827,0,0,11.184,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.77479,2.9403,0,349.49,28.08,35.508,32.419,134.56
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
50.609,23.31,8.2651,0,43.857,11.394,24.133,56.636,91.631,9.4711
0,0,0,0,0,0,0,0,0,0
48.74,31.031,25.24,0,8.5283,0,142.42,0,0,288.77
0,0,0,0,0,0,0,0,0,0
0,11.933,0,1.1843,46.919,0,257.73,0,0,84.025
0,110.53,0,0,0,0,0,0,32.48,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,81.486,0
0,0,0,3.1029,0,269.28,308.95,169.5,0,0
0,0,0,0,0,0,0,0,0,0
30.936,4.5599,0,30.273,4.767,0,0,0,1.9129,0
0,0,0,0,0,0,0,0,0,0
78.734,97.016,0,9.503,18.223,264.58,1.3452,46.728,117.61,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,55.158,21.196,1.5067,48.307,44.32,112.11,0,161.7,334.14
0,0,0,0,0,0,0,0,0,0
4.9797,13.003,0,67.845,13.628,45.104,13.399,27.889,0,0
0,0,0,0,0,0,0,0,0,0
38.839,0,0,0,0,3.4173,0,80.722,87.282,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
36.39,58.254,25.31,0,43.524,0,19.762,0,24.407,160.64
0,0,0,0,0,0,0,0,0,0
9.0517,0,31.519,219.26,0,9.5538,29.954,3.4136,0,0
0,0,0,0,0,0,0,0,0,0
5.7253,0,41.759,18.457,57.98,0,26.275,72.828,20.621,57.557
0,0,0,0,0,0,0,0,3.5592,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14.52,35.776,0,0,0,0,0,88.385,29.155,143.79
0,0,0,0,0,0,0,0,0,0
66.361,0,52.828,64.852,2.967,34.246,0,5.5457,0,541.69
0,0,0,0,0,0,0,0,0,0
172.31,0,93.712,46.659,34.654,44.422,230.89,2.4793,40.609,14.12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
27.211,99.728,0,12.562,0,0,175.48,0,80.496,29.649
0,0,0,0,0,0,0,0,0,0
108.18,71.712,0,129.04,13.374,0,40.629,7.1013,2.4068,358.44
76.999,0,0,0,0,0,0,0,0,0
0,0,70.536,0,0,52.717,0,13.928,93.513,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,121.87,0,3.1014,44.704,68.703,30.055,0,76.06,35.707
0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.444,0,9.4274,9.8315,0,182.83
736.35,0,0,0,0,0,0,0,0,0
102.27,104.22,191.52,49.49,95.017,0,0,60.317,37.691,256.01
0,0,0,0,0,0,0,0,163.62,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
61.032,0,204.87,40.621,40.876,1.8008,0,25.803,75.911,0
0,0,0,0,0,0,0,0,0,0
72.371,0,34.986,0,50.999,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
67.613,87.984,51.547,46.116,110.58,215.82,48.375,301.89,43.65,117.63
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
54.066,0,39.682,3.0545,29.875,0,114.09,117.19,0,27.179
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,34.812,77.572,0,104.92
0,0,0,0,0,0,0,0,0,0
0,104.13,0,54.221,29.639,88.406,18.712,0,123.65,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23.811,0
426.35,143.29,108.4,0,0,112.17,0,30.526,0,82.223
0,0,0,0,0,0,0,0,0,0
31.363,66.594,22.252,0,0,39.55,0,0,0,500.52
0,0,0,0,0,0,0,0,0,0
19.374,284.18,2.591,44.372,20.661,0,0,0,109.78,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
44.639,106.4,68.61,0,0,0,76.532,762.6,126.94,148.91
0,0,0,0,0,0,0,6.2174,0,0
8.95,17.944,12.509,0,0,18.166,7.0746,0,1.4112,234.39
0,0,0,0,0,0,0,0,3.5188,0
4.5366,0,6.332,54.922,14.32,0,0.17813,77.794,88.365,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,33.967,30.429,51.61,0,0,0,77.839,0
0,0,0,0,0,0,0,0,0,0
22.224,0,0,21.656,4.42,103.72,0,2.6433,0,61.346
0,0,0,0,0,0,0,0,0,0
47.438,69.646,201.87,171.7,16.154,207.67,13.398,0,0,74.416
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,18.076,0,20.261,0,15.255,0,141.24,166.93
0,0,0,0,0,0,0,0,0,0
0,0,0,133.18,23.85,0,37.874,0,0,20.279
0,0,0,0,0,0,0,0,0,0
123.48,52.955,0,0,32.21,0,0,0,0,196.82
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
135.98,0,150.31,9.3193,0,296.88,0,0,24.348,0
0,0,0,0,0,0,0,0,0,0
0,0,0,189.35,7.8391,0,0.32998,8.9327,0,0
0,0,0,0,0,0,0,0,0,0
123.44,59.342,0,0,29.08,576.69,5.4279,22.631,192.44,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,304.27,180.97,0,84.057,0,107.96,32.202,0,0
0,0,0,0,0,0,0,0,0,0
0,164.94,207.69,87.544,0,0,22.763,0,16.462,0
0,0,0,0,0,166.86,0,0,0,0
0,0,137.24,5.5548,0,13.816,2.5444,113.41,191.07,113.06
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
463.86,310.5,141.84,0,93.567,0,48.439,0,48.952,84.222
0,0,0,0,0,0,0,0,0,0
0,213.58,0,34.11,25.473,0,31.652,0,0,0
0,0,0,0,0,0,0,0,0,0
172.29,135.65,0,40.159,49.301,37.709,26.328,13.527,0,127
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
91.331,0,310.89,40.173,84.883,32.85,0,75.017,456.13,0
0,0,0,0,0,0,0,0,0,0
5.5154,61.51,16.28,11.313,1.1288,36.307,0.52356,0,0,36.943
0,0,0,0,0,0,0,0,0,0
23.298,0,71.975,0,27.357,0,73.064,40.012,96.138,0
0,0,0,0,0,0,0,0,0,71.713
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,40.206,138,62.501,36.311,10.349,40.749,105.57,0,302.15
0,0,0,0,0,0,0,0,0,0
