0,0,0,0,0,234.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.21
36.47,34.19,0,22.72,85.8,0,45.54,319.2,26.84,0,45.568,40.232,0,0,44.256,72.788,19.652,105.95,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.18,0,0,0,0,0,34.58,0,0,381.8,5.0806,0,0,0,0,26.989,0,37.505,0,30.885
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.43,0,0,0,0,150.6,221.3,111.2,0,88.05,4.4688,0,351.4,32.439,0,0,15.671,0,107.15,74.894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.16,256.7,0,142.2,0,0,0,4.924,35.9,0,8.159,247.44,103.22,0,35.483,24.855,0,40.687,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.2,15.31,0,3.648,0,0,35.57,0,0,0,18.905,31.332,0,69.162,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.62,89.76,765.9,116.9,267.1,28.78,19.51,186.7,0,106.7,0,118.11,80.79,123.86,39.486,254.06,53.359,30.666,369.14,68.354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.3,0,140.3,40.13,22.96,10.62,0,0,0,32.136,0,220.11,29.962,20.83,74.89,106,25.38,150.13,35.613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.02,466.4,74.21,42.21,78.85,15.7,24.5,0,26.35,0,3.8571,2.8146,118.71,0,18.119,0,0,0,29.225,57.743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.51,0,558.3,139.5,4.359,33.31,32.27,141.2,64.68,34.86,0,3.5428,0,0,0,0,0,95.368,229.41,0
0,0,0,0,0,0,0,0,0,0,0,0,73.126,0,0,0,0,0,0,0
0,5.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,436.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.4,178.5,36.97,123.8,15.27,38.96,35.02,22.12,46.68,108.8,88.417,117.98,168.85,0,43.16,29.691,52.463,90.466,0,46.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25.73,0,0,0,0,0,239,10.5,0,0,99.74,82.088,0,0,47.212,0,60.115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.627,0
211.1,0,0,277.3,0,77.38,118.4,113.9,147.3,61.67,0,20.852,0,14.679,0,0,40.651,0,6.1271,311.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,179.1,0,51.6,0,152.4,43.55,0,104.7,86.007,15.785,0,19.548,30.549,219.83,0,201.55,255.67,96.723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10.83,231.7,0,43.7,339.7,0,155.3,120.7,24.206,3.0645,53.542,19.858,0,86.777,0,0,0,14.35
0,0,0,0,0,0,0,0,0,321.9,0,0,0,0,0,0,0,0,0,294.03
137,18.38,58.12,353.8,183.2,0,189,132.4,57.09,97.67,591.75,17.465,134.83,0,0,44.876,56.956,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,412.7,129,167.3,148.8,0,368.7,67.65,0,109.6,0,6.3738,196.23,0,207.39,64.696,23.906,0,217.67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.48
0,491,0,21.68,41.78,0,0,101.5,65.1,0,0,0,0,24.086,4.8177,0,24.13,0,25.91,8.048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.38,70.92,0,0,0,0,0,112,130.8,73.731,73.175,0,8.0586,34.344,188.72,8.7669,237.66,109.14,62.174
0,0,0,0,246.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,608.1,0,0,0,0,0,0,0,0,0,0,0,0,170.58,0,0,0,0
68.44,0,0,55.7,166.1,94.76,172,0,30.48,35.47,114.57,0,0,34.835,33.221,62.569,55.816,41.36,68.989,237.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66.84,16.26,0,20.73,67.61,0,106,73.62,20.933,0,0,6.6347,39.714,0,9.8474,170.89,0,0
0,0,0,0,403.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,62.11,78.57,70.23,0,0,0,32.52,0,112.68,0,23.78,34.209,54.717,2.107,159.89,0,112.94
0,0,0,0,0,0,0,228.4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.82,233.2,0,56.56,0,119.5,43.74,95.95,34.04,0,0,0,25.852,17.211,64.472,59.727,15.98,41.82,56.892,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,239.1,0,65.85,0,10.54,13.2,32.33,0,0,4.9061,59.367,0,3.4529,64.488,5.13,41.471,207.02,10.144,0
0,0,0,0,1.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.19,96.31,0,0,68.98,62.18,83.45,0,28.72,0,0,25.34,116.75,2.6011,38.211,16.988,3.098,0,19.424,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9614,0
42.89,224.1,25.2,147.2,0,14.21,0,76.14,16.58,263.7,0,120.99,0,0,0,0,0,0,747.63,145.66
0,0,0,0,0,0,0,0,0,35.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,33.42,41.51,0,31.1,0,0,0,0,11.694,0,3.3326,0,0,285.42
