153.3,0,0,46.69,75.56,0,71.57,0,0,233.4,116.9,71.27,0,0,29.29,9.818,331.3,139.2,251.8,60.31,92.86,380.9,23.73,198.6,66.69,180.31,28.717,34.979,81.769,64.916,55.886,61.531,87.435,0,66.5,113.7,0,43.291,95.215,66.444
58.81,105.4,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,190.2,0,0,0,186.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.72,0,242.6,0,1027,0,457.5,393.8,108.3,0,39.97,620.2,310.6,237.9,11.27,159.4,0,51.94,125.6,0,33.04,1.124,236.2,229.9,277.1,112.31,0,0,0,0,0,1.126,0,612.99,105.15,0,6.8174,363.77,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53.12,0,16.52,0,47.15,41.91,8.684,150.7,23.79,0,38.71,0,0,363.6,0,0,0,0,0,34.48,119.9,0,39.02,0,0,0,42.054,0,47.551,0,72.118,6.2359,0,0,0,14.799,45.121,0,29.953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,119.5,65.8,68.07,110.7,0,2.396,8.657,73.98,0,662.4,207,58.46,194.5,85.89,0,119.5,47.7,76.22,0,29.211,0,54.378,7.6698,78.562,2.6613,0,30.2,6.1056,106.6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28.42,0,209.8,0,16.32,0,48.31,0,0,42.44,180.5,0,82.15,0,0,0,491.5,317.3,0,0,0,0,61.42,26.064,303.14,93.16,533.23,233.98,85.142,0,101.76,113.3,0,300.51,10.327,67.731,461.9,0
0,0,0,0,0,0,0,335,0,0,0,0,0,0,230.7,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57.12,0,0,118.1,0,0,0,53.06,0,0,152.4,0,25.72,0,0,37.02,439.2,37.79,0,354.3,0,15.83,7.1412,16.28,40.518,15.737,16.96,113.17,47.769,22.855,62.843,28.454,24.948,0,48.005,4.2937
0,0,0,0,0,0,0,69.57,0,0,0,0,0,0,29.76,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.48,0,261.5,25.25,84.68,0,119.5,0,230.8,27.25,82.06,121.9,176,74.62,177.8,0,9.314,0,67.05,60.43,110.7,115.6,0,166,63.63,10.572,13.024,18.165,49.636,55.034,88.378,0,0,125.14,0,72.446,51.643,202.79,6.2019,55.519
0,62.72,0,0,0,49.72,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.57,29.88,0,0,0,42.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,82.55,41.11,75.36,0,10.39,44.58,0,93.49,0,23.32,138.8,36.3,0,0,224.4,0,82.57,68.33,356.3,0,47.63,0,115.3,34.669,98.593,35.867,152.6,25.71,0,0,24.013,30.594,6.7862,57.992,13.604,60.135,154.03,0
0,0,0,0,0,0,0,287.4,0,0,0,0,0,0,0,0,0,0,202.7,149.6,117.6,0,0,272.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.49,0,40.08,0,0,0,192.1,9.533,173,28.74,0,0,0,405.1,6.043,0,49.48,0,7.077,0,125,0,0,0,0,14.552,12.737,29.765,24.934,34.465,0,18.323,0,13.28,17.817,0,0,18.529,12.032
0,0,0,0,0,0,0,397.2,0,0,0,0,0,0,669.3,0,0,0,0,38.31,0,0,0,2.345,27.95,101.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.05,0,467.6,175.2,282.2,67.01,132.1,45.21,140.7,0,0,0,615.6,0,0,0,0,117.1,84.1,18.5,0,42.19,90.02,84.85,212.5,0,8.2903,48.93,89.496,0,61.188,0,0,227.73,33.522,61.111,203.34,559.95,58.477,107.15
23.47,42.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.16,48.6,0.3299,0,45.94,42.71,44.85,351,0,200.3,131.4,97.16,0,30.85,0,75.39,0,156.5,123.7,46.85,146.4,143.4,53.71,278.2,13.14,97.919,18.478,7.1956,5.7589,21.529,47.441,0,0,0,0,14.777,11.842,59.433,0,6.3693
0,0,0,0,0,0,0,47.85,0,0,0,0,0,0,0,0,0,0,0,184.4,576.7,0,0,75.45,0,257.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34.51,0,0,9.628,0,0,0,95.93,0,0,24.48,0.7225,0,23.88,177.4,97.02,24.58,0,0,0,0,101.1,0,0,0,32.866,0,16.016,0,0,26.942,0,4.0983,0,33.277,10.333,14.927,0
0,0,0,0,0,0,0,0,0,0,0,74.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.89,0,990.6,820.9,38.52,612.5,0,103.9,16.12,0,0,0,0,598.2,31.05,0,80.53,237.8,80.21,236.4,0,0,395,322.9,246.73,24.931,330.88,525.07,39.844,93.442,188.69,24.49,876.78,62.174,180.91,0,0,63.21,339.86
0,0,0,0,0,0,0,254.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.29,57.15,76.79,116.5,41.07,64.5,0,0,0,211.8,112.1,0,100.3,35.01,0,0,44.07,161.4,400.1,167.2,144.8,78.97,69.73,139.5,92.36,31.103,0,7.7888,0,35.362,188.5,0,0,95.994,30.867,0,0,108.6,0,19.077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,122,0,0,35.27,3.696,2.588,40.94,0,34.54,19.77,0,0,69.5,0,0,14.97,3.194,0,0,43.36,0,0,0,66.33,64.353,0,4.5479,53.217,0.53657,19.786,43.385,0,0,47.341,13.647,0.33393,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.87,0
401.5,0,0,0,0,0,10.05,0,0,0,187.2,731.3,0,153.1,14.74,0,36.94,0,284.2,189.9,0,0,439.4,0,94.43,223.32,0,0,0,322.09,0,0,209.39,0,73.264,0,0,0,821.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,385.1,0,0,0,0,0,594.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,63.32,0,1.791,0,62.52,15.22,180,10.67,58.1,78.66,0,89.16,0,203.8,0,310.6,31.94,161,100.2,110.6,69.27,0,204.7,217.3,0,0,36.025,0,0,136.17,157.21,0,0,0,0,0,98.771,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167.1,0,34.89,0,134.5,41.17,107.2,0,0,0,31.53,0,0,0,0,11.12,0,0,0,0,0,0,9.782,3.688,24.338,0,61.35,0,0,186.5,0,22.234,131.26,45.957,11.814,0,0,75.802,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.76,144.9,137.6,0,48.32,205.4,19.24,73.08,147,132,0,95.18,73.49,98.39,0,0,76.7,17.86,162.2,193.8,512.8,55.65,28.41,266.9,558.7,0,181.85,8.3438,95.982,102.41,174.36,0,0,200.95,87.754,74.398,46.271,87.542,17.895,167.61
0,0,0,0,0,0,0,825.7,0,0,0,0,0,0,0,0,0,0,0,0,152.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.52,0,0,0,0,0,0,0,0,0,0
0,18.09,0,71.89,0,0,0,0,0,0,0,0,147.8,144.8,190.3,105,129.4,0,72.56,13.76,14.77,2.23,0,152.9,0,73.086,36.356,104.49,158.92,62.949,0,0,69.425,0,0,15.775,98.559,0,221.7,2.9732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72.65,0,0,0,58.89,54.74,172.4,0,0,111.5,62.75,24.6,102.7,48.72,0,0,0,0,57.59,0,57.52,22.77,2.527,42.08,0,53.102,0,0,218.64,44.422,33.071,66.066,0,88.643,0,0,88.431,4.7799,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.3,0,23.01,105.1,173.3,0,161.6,269.6,199.2,150.3,0,198.8,113.9,0,0,197.8,0,12.51,77.19,40.31,0,0,28.39,0,104.1,72.439,0,32.681,88.053,89.897,0,0,128.58,149.75,169.14,0,58.882,176.89,81.83,241.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.8,156.1,232,11.35,0,168.1,0,112.6,177.1,142.2,42.68,0,162.9,0,0,5.76,0,0,155.5,141.1,26.54,169.6,0,134.1,290.8,71.416,91.883,62.387,191.07,83.01,328.54,63.451,88.07,0,18.893,85.206,55.284,25.347,172.19,55.278
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11.02,0,0,20.49,135.1,0,0,0,27.61,130.5,33.97,29.8,0,0,35.48,89.28,138.2,0,114,208.4,227.7,59.239,119.81,0,0,13.861,188.05,0,0,8.4967,0,0,0,0,0,259.88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,54.98,52.73,0,150.2,0,112.8,0,0,179.2,267.6,167.8,27.38,0,0,198.3,13.12,0,0,290.8,0,62.34,0,160.93,0,154.93,173.05,0,0,104.22,142.73,69.512,466.4,223.31,22.127,147.27,161.67,50.088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30.02,0,0,40.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,31.37,0,719,0,165.6,117.1,50.7,198.9,173.4,0,0,82.56,17.35,0,255.8,168.5,0,72.87,85.33,140.1,80.79,17.57,0,9.1372,90.433,32.323,0,0,43.267,89.906,0,95.025,0,0,119.2,0,0,214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.42,0,0,0,0,0,0
42.5,0,105.9,62.67,155.3,0,66.93,41.4,0,45.41,0,0,0,93.07,0,0,47.53,0,81.35,58.17,0,0,22.11,0,114.6,0,116.01,2.277,0,0,353.27,0,0,0,0,0,0,0,0,0
417.2,376.7,0,0,0,401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.47,92.28,0,64.04,46.89,37.33,0,85.38,0,0,366.7,0,0,22.51,94.24,197.9,0,64.04,52.19,0,21.45,0,303.1,64.25,0,155.63,12.101,64.439,134.83,112.96,327.47,59.717,7.4891,102.63,3.0839,125.97,0,0,22.917,57.673
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,86.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83.29,20.48,200.5,131.8,96.29,104.2,24.71,89.74,1314,0,15.63,0,0,8.778,0,332,258.3,0,0,57.81,26.9,161.7,0,0,0,27.782,0,0,97.334,0,58.506,0,211.78,0,0,48.075,45.666,76.202,22.318
237.3,685.6,0,0,0,661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.74,0,0,0,0,0,197.07
50.9,436.4,7.759,2.082,17.91,416.9,124.8,25.17,25.33,0,0,0,218.5,35.06,26.11,0,0,43.82,130.1,107.1,131.3,0,52.56,91.95,263.1,127.4,0,13.025,0,39.637,0,0,93.875,0,0,183.65,33.056,64.818,0,0
563.2,312.4,0,0,0,317.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.66
0,65.33,6.813,51.44,392.5,85.18,76.68,85.43,0,161.4,35.8,0,0,0,0,187.6,183,114.4,0,34.21,83.29,0,0,0,0,0,61.022,127.7,0,122.29,204.78,12.354,0,568.61,0,127.96,0,0,184.51,67.558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.25,0,0,0,42.253,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.94,0,39.49,34.18,148.7,0,151.5,0,141.4,49.22,62.06,548.6,59.04,133.3,0,237.1,294.2,197.6,0,0,0,172.2,98.9,0,0,86.638,13.185,105.08,120.88,82.124,31.654,119.55,127.09,217.74,327.52,110.92,96.041,227.8,82.888,169.51
199.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.94,0,70.32,0,0,0,0,0,41.94,134.8,129,64.11,0,0,0,57.28,65.61,0,0,86.1,0,40.85,16.35,0,0,207.64,0,0,77.33,9.248,0,78.003,28.709,0,0,0,0,0,0,0
52.34,62.44,0,0,0,46.53,0,0,0,0,0,0,0,0,0,0,0,299.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.6,0,206.6,0,0,0,0,91.09,177.3,194.2,73.44,284.7,97.63,111.6,166,117,0,123.2,158,0,0,0,150.9,94.86,372.6,286.64,0,45.822,8.8974,58.746,120,7.7853,0,0,0,0,39.759,50.927,57.296,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,53.1,164.7,129.7,0,149.3,0,99.74,5.869,10.18,43.24,223.9,0,37.71,205.6,100.5,124.4,0,0,14.98,0,97.48,0,123.1,0,123.63,0,156.53,0,0,0,139.55,242.64,216.87,137.83,26.259,189.11,176.63,160.58
0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43,2.844,0,46.01,0,0,0,0,0,0,38.18,0,0,13.81,0,0,0,22.76,0,41.74,75.99,5.562,0,0,5.6671,0,1.5892,43.426,0,0,0,57.593,0,5.9208,0,13.504,37.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.3,330.6,705.8,104.7,0,308.5,33.29,82.49,0,78.74,0,235.3,0,0,0,89.2,182.4,172.9,0,42.99,270.8,0,180.4,207.7,0,0,88.3,0,0,308.22,0,18.81,159.46,0,286.18,182.19,79.277,72.288,0,161.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151.8,0,0,0,148.7,0,0,0,0,0,102.1,0,0,656.1,0,0,0,0,0,0,0,0,0,0,48.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.7,15.67,0,216.9,77.03,26.22,135.2,144.5,81.46,89.13,302.8,108.9,85.01,193.3,44.98,34.15,0,206.8,156.5,10.87,232.8,349.2,0,459.9,356.1,418.14,119.77,97.666,164.02,69.646,122.95,137.09,130.24,54.25,148.26,201.68,82.918,51.495,151.18,151.67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.111,0,93.49,86.23,0,0,0,0,0,0,12.97,0,100.3,0,34.04,0,44.75,0,0,0,14.81,172.95,7.8398,3.4947,0,14.857,69.829,139.14,32.399,0,11.693,0,0,4.5226,59.836,62.757
0,0,0,0,0,0,0,162.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.87,0,136,0,107.9,0,88.59,16.41,127.8,0,93.62,0,0,54.52,187.8,0,134.9,167.3,0,351.3,29.3,258.4,0,0,0,0,0,19.634,110.49,123.55,179.27,0,45.988,122.61,0,88.838,201.43,96.916,16.758,234.23
0,963.8,0,0,0,933.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,285.3,0,0,0,289.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8718,0,0,0,0,0,0,0,0,0,0
21.51,69.33,0,186.2,0,62.2,0,53.04,0,0,116.7,6.178,335.5,91.54,45.67,147.6,0,105.3,4.101,0,35.31,26.6,28.07,239.4,0,199.29,182.76,127.42,119.81,66.068,101.85,0,0,28.493,0,20.519,0,0,175.61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.12,46.13,0,0,81.81,32.67,0,0,29.12,0,375.9,0,27.53,94.94,50.61,7.483,15.26,0,77.04,22.78,0,0,23.35,53.86,0,0,0,0,109.45,35.533,126.99,17.523,46.324,0,0,0,0,34.262,2.2855,16.743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.87,0,165.4,193.7,247.6,49.61,298.6,66.25,96.3,154.6,131.9,0,46.85,17.43,76.48,149.1,13.92,81.32,30.78,0,226.4,0,121.8,0,0,0,96.637,0,119.38,148.58,143.61,165.34,21.559,0,139.25,45.253,43.335,134.65,0,199.13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.288,195.45,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.8,0,69.86,102.6,69.4,0,33.38,97.04,226.5,140.7,0,23.09,75.71,0,0,1.763,205.2,167,22.95,86.1,110.9,34.9,0,138.9,113.3,180.03,153.92,77.464,158.03,48.099,196.56,53.532,21.54,149.03,102.72,97.656,0,84.827,213.26,42.462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.39,0,0,0,0,0,36.31,0,0,55.71,0,38.38,0,0,0,65.61,0,380.8,0,0,71.07,32.12,10.64,71.942,27.899,0,0,0,323.5,0,0,82.546,0,50.894,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.518,0,0,0,0
0,534.4,0,141.2,32.49,520.1,70.45,0,0,0,56.37,96.56,0,12.23,71.65,47.66,0,4.679,0,0,65.95,135,82.11,244.5,0,84.946,295.46,173.84,82.217,171.99,0,13.384,102.03,157.85,170.28,231.69,84.146,0,123.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98.6,7.16,40.31,0,104.5,25.77,142.1,0,136.2,205.2,159.4,140.2,166.2,62.1,237.6,0,45.05,82.17,305.3,0,399.3,184.9,0,169.4,132.06,0,0,118.56,24.956,54.873,122.15,105.71,31.577,143.73,70.767,0,99.788,33.055,160.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.92,0,114.8,18.21,0,0,0,0,21.01,39.36,0,0,55.3,18.32,6.592,0,103.6,0,32.55,30.32,34.35,6.264,0,2.563,82.18,0,108.73,69.814,1.4163,15.682,0,20.65,0,289.27,52.422,0,18.974,78.037,1.0294,167.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.22,0,85.18,20.67,44.02,0,0,0,63.45,114.1,138,94.46,0,73.16,176.7,0,59.02,68.96,0,51.08,54.33,174.2,69.72,319.5,536,125.22,0,75.92,265.06,0,129.34,58.313,0,0,183.83,215.18,35.503,99.655,66.898,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104,0,0,0,0,10.333,0,0,0,0,0,0
