17.47,25.34,0,16.98,19.29,76.37,17.09,31.84,0
0,0,0,0,0,0,0,0,0
0,12.18,0,0,16.29,213.7,0,229,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,6.863,0,0,104.1,10.21
0,0,0,0,0,110.3,0,0,0
18.52,0,4.307,19.07,0,0,24.77,0,72.51
0,0,0,0,0,0,0,0,0
0,39.31,21.47,0,46.98,0,6.417,0,28.6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,36.21,0,0,28.21,236.9,0,0,33.84
0,0,0,0,0,0,0,0,0
12.32,0,0,15.94,72.79,32,15.19,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,152.8,36.8,95.85,121.6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,33.21,0,110.1,0,0,75.53,100.1
0,0,0,0,0,0,0,0,0
18.35,0,0,10.06,8.368,137.6,0,33.21,9.336
0,0,0,0,0,0,0,0,0
0,0,20.57,0,103.3,558,77.05,86.97,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,443.6,24.77,1.692,0,0,0,0,0
0,0,0,0,0,0,0,0,0
23.16,12.9,25.67,18.7,96.68,193.7,36.74,0,0
0,0,0,0,0,0,0,0,0
0.147,0,54.62,9.552,213.6,48.2,281.2,0.4113,19.7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,62.69,0,5.514,0,119,87.39,41.35,33.33
0,0,0,0,53.97,0,0,0,0
3.343,0,0,0,0,18.13,0,66.8,0
0,0,0,0,0,0,0,0,0
14.99,11.99,407.2,41.21,0,50.82,0,42,11.64
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
33.77,17.4,26.25,33.01,294.5,0,0,44.37,0
0,0,0,0,0,0,0,0,0
0,0,24.31,69.71,58.69,0,0,1.498,15.05
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,93.74,117.6,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,32.26,62.27,106.1,0,173.7,81.13,96.53,0
0,0,0,0,0,0,0,0,0
17.5,25.45,15.07,15.65,15.14,97,15.42,0,33.92
0,0,0,0,0,0,0,0,0
0,17.53,67.09,0,16.93,0,0,41,63.47
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,9.186,211.7,0,0,53.04,0,49.68,0
0,0,0,0,0,0,0,0,0
18.03,0.3686,0,19.83,25.99,42.24,22.05,0,38.7
0,0,0,0,0,0,0,0,0
0,67.98,118.1,0,47.02,55.78,6.361,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,63.12,25.73,0,13.71,0,0,44.52,42.21
0,0,180.9,0,0,0,0,0,0
23.06,29.47,0,14.11,0,0,9.604,0,0
0,0,1803,0,0,0,0,0,0
0,94.94,0,0,179.2,133.3,41.99,97.92,63.3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,177,0,0,122.2,0,77.26,164.7
0,0,0,0,0,0,0,0,0
14.22,67.95,0,19.84,0,113.6,0,76.03,20.68
0,0,308.9,0,0,0,0,0,0
0,53.52,0,1.352,0,0,201.1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,106.7,45.28,0,0,171.3,0,41.66,15.18
0,0,0,0,0,0,0,0,0
22.66,29.6,92.93,15.74,111.5,0,0,44.34,26.72
0,0,0,0,0,0,0,0,0
15.92,26.42,0,7.682,0,561.7,60.69,54.89,21.13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9.158,152.7,48.05,0,122.3,83.73,57.77,0,0
0,0,0,0,0,0,0,0,0
3.004,0,0,22.78,37.67,36.39,0,19.65,0
0,0,0,0,0,0,0,0,0
62.08,58.28,0,34.09,111.7,79.81,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
59.97,18.24,86.5,7.236,0,0,44.58,42.25,11.92
0,148.9,0,0,0,0,0,0,0
31.05,0,14,0,0,0,0,0,22.04
0,248.3,0,0,0,0,0,0,0
70.21,0,137.7,127.4,151.6,70.33,106.3,60.74,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,74.84,0,20.53,84.2,36.73,71.88,15.18,0
0,127.5,0,0,0,0,0,0,0
17.13,17.43,14.84,16.87,14.22,0,18.14,0,32.26
0,0,0,0,0,0,0,0,0
0,0,0,0,51.09,0,0,40.91,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,66.01,0,0,0,0,57.97,72.15
0,0,0,0,0,0,0,0,0
19.53,27.87,132.8,20.69,19.29,0,26.06,0,0
0,0,0,0,0,0,0,0,0
0,17.38,0,0,17.23,0,0,40.47,78.14
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,53.75,193.4,0,43.74,17.81
0,0,0,0,0,0,0,0,0
20.73,52.1,44.69,11.99,0,29.59,2.858,78.11,1.321
0,0,0,0,0,0,0,0,0
0,120,0,0.6433,48.77,162.7,37.1,47.45,68.52
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2.714,0,0,261.2,308.7,0,0,9.498
0,0,0,0,0,0,0,0,0
12.97,143.5,98.84,20.87,110.6,0,33.71,18.03,26.2
0,0,0,0,0,0,0,0,0
0,95.58,0,26.41,387.2,249.8,0,55.19,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,3.055,45.16,0,220.3,0,3.601,0,0
0,0,0,0,0,0,0,0,0
16.57,1.451,47.55,16.54,0,0,0,39.95,4.554
0,0,0,0,0,0,0,0,0
0,2.696,107.8,46.18,8.01,109.1,66.81,0,24.94
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,52.48,45.1,0,0,0,61.66,75.57,137.6
0,0,0,0,0,0,0,0,0
22.8,165.8,30.93,11.37,0,0,0,0,9.293
0,0,0,0,0,0,0,0,0
9.755,0,43.3,4.675,0,0,45.71,91.98,19.76
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,113.9,46.65,336.7,123.9,36.49,23.55,0
0,0,0,0,0,0,0,0,0
78.03,68.9,16.2,0,24.11,10.14,79.62,11.28,24.41
0,0,0,0,0,0,0,0,0
75.49,0,31.88,0,141.4,61.34,38.87,51.5,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
4.436,0,0,238.8,274.8,20.38,0,0,0
0,0,0,0,0,0,0,0,0
16.91,18.73,0,19.69,15.28,0,17.78,16.22,18.13
0,0,0,0,0,0,0,0,0
0,0,10.3,0,179.3,30.58,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,66.16,0,0,376.1,0,91.49,0
0,0,0,0,0,0,0,0,0
21.67,9.829,8.317,17.05,46.69,0,24.15,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,301.8,2.273,16.7,19.43,15.76
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,184.2,14.03,0,39.66,0
0,0,0,0,0,0,0,0,0
16.77,57.71,0,21.7,0,200.2,0,0,3.718
0,0,0,0,0,12.39,0,0,0
0,0,142.6,15.1,0,0,73.41,82.4,70.39
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,60.38,131.4,0,138.8,0,8.015,12.18,49.56
0,0,0,0,0,0,0,0,0
14.42,0,0,20.58,0,5.492,23.48,48.57,87.92
0,0,0,0,0,0,0,0,0
0,51.48,170.7,48.3,23.41,0,1.223,55.26,80.83
0,0,0.4865,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,72.51,0,0,129.7,0,36.78,170.3,53.97
0,0,0,0,0,0,0,0,0
18.8,0,0,9.961,1.195,0,12.52,27.21,0.04707
0,0,0,0,0,0,0,0,0
0,55.52,0,170.1,48.38,0,0,0,40.46
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,75.58,113.2,0,344.5,0,78.27,21.64,0
0,0,0,0,0,0,0,0,0
9.001,4.701,21.99,52.82,0,43.45,2.186,0,0
0,0,0,0,0,0,0,0,0
0,0,54.28,235,0,181,13.9,7.641,74.73
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,119.5,168.3,0,0,37.24,0,0
0,0,0,0,0,0,0,0,0
50.8,0,11.24,0,203.9,15.9,0,15.16,22.66
0,0,0,0,0,0,0,0,0
0,83.8,54.97,0,0,29.83,67.84,64.15,12.39
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
57.58,127.9,36.76,81.42,0,0,0,40.57,0
0,0,0,0,0,0,0,0,0
15.61,21.99,0,19.67,43.49,0,15.33,0,114.9
0,0,0,0,0,0,0,0,0
0,9.497,200.6,0,233.3,0,0,0,66.51
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,5.335,0,0,103.6,91.47,0,0,0
0,0,119.8,0,0,0,0,0,0
19.99,4.033,0,15.24,0,92.77,24.95,0,10.33
0,0,0,0,0,0,0,0,0
0,45.63,0,0,0,21.29,14.7,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,169.3,196.8,0,33.74,19.87,0,0,99.22
0,0,0,0,0,0,0,0,0
19.28,36.21,0,23.61,0,195.3,3.645,0,0
0,0,0,0,0,0,0,0,0
0,0,118.8,16.06,99.54,131,126.3,22,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,100.1,0,0,108.5,104.8,3.031,18.19,0
0,0,0,0,0,0,0,0,0
13.74,18.98,111.1,1.384,49.72,27.17,5.123,0,0
0,0,0,0,0,0,0,0,0
0,59.3,546.5,40.41,78.32,0,0,29.35,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.493,0,0,0,35.81,0,50.1,0,0
0,0,0,0,0,0,0,0,0
21.08,0,165.5,47.05,0,0,0,120.8,0
0,0,0,0,0,0,0,0,0
6.696,200.3,77.14,330.8,16.44,8.722,0,91.46,0.2478
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7.83,0,107.6,391.3,73.99,38.46,2.221,0,31.62
0,102,0,0,0,0,0,0,0
