6.771,0,18.86,0,83.91,0,0,13.63,6.765
0,0,0,0,0,0,0,0,0
38.47,0,39.07,0,34.22,50.57,0,0,56.79
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
31.11,243.6,0,27.96,27.63,0,0,97.41,1.846
0,0,0,0,0,0,0,0,0
32.53,18.53,0,0,70.94,18.29,0,0,22.52
0,0,0,0,0,0,0,0,0
0,0,0,91.08,122,14.65,24.73,0,10.15
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
98.73,0,187.2,95.22,102.2,0,0,0,0
0,0,0,0,0,0,0,0,0
16.67,17.11,11.75,21.02,0,35.05,16.8,0,100.1
0,0,0,0,0,0,0,0,0
0,5.066,0,0,15.98,55.35,9.649,40.06,17.13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,35.59,0,0,11.15,0
0,0,0,0,0,0,0,0,0
21.87,27.33,57.2,15.12,0,50.74,20.17,0,2.45
0,0,0,0,0,0,0,0,0
0,49.96,45.27,6.159,0,0,16.27,103,78.94
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,11.97,0,0,44.75,17.56,0,29.98,7.214
0,0,0,0,0,0,0,224.7,0
12.15,1.1,0,18.3,0,3.017,0,0,0
0,0,0,0,0,0,0,0,0
0,132.1,127,48.79,107.1,56.91,26.81,0,62.45
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,108.5,0,89.11,10.19,54.47,332.8,0
0,0,0,0,0,0,0,0,0
19.22,0,149.7,0,87.81,32.23,0,124.9,12.52
0,0,0,0,0,0,0,0,0
0,0,0,208.3,0,0,68.05,0,17.04
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,137.3,0,42.32,11.31,0,73.16,26.62
0,0,0,0,0,0,0,0,0
13.7,54.3,0,0,37.8,0,0,80.83,14.05
0,0,0,0,0,0,0,0,0
0.8213,0,560.6,34.48,46.85,8.092,46.7,28.12,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,30.62,109,39.83,0,0,20.29,24.36,29.28
0,0,0,0,0,0,0,0,0
22.17,32.78,45.31,0,47.73,0,0,11.91,19.49
0,0,0,0,0,0,0,0,0
31.33,113.4,91.79,0,0,0,134.3,71.22,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.523,0,0,43.17,33.78,18.43,49.89,4.385,0
0,0,0,0,0,0,211.5,0,0
2.93,0,0,0,13.05,21.08,0.3739,0,20.94
0,0,0,0,0,0,0,0,0
80.03,144.8,76.39,107.9,52,0.294,0,158.7,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,83.9,35,78.96,6.623,0,344.1,0,0
0,0,0,0,0,0,0,0,0
15.35,19.09,0,21.07,0,38.26,14.65,85.25,34.82
0,0,0,0,0,0,0,0,0
0,0,0,0,46.73,0,56.82,7.017,9.796
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.6183,0,0,43.48,74.3,0,228.4,51.32
0,0,0,0,0,0,0,18.26,0
20.41,31,0,17.34,0,0,21.3,38.63,16.93
0,0,0,0,0,0,0,0,0
0,0,0,0,39.31,93.47,218.9,8.627,46.53
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,21.89,91.98,0,35.9,12.78,0,193.1,9.595
0,0,26.81,0,0,0,0,0,0
10.36,0,0,4.174,75.2,2.197,0,0,26.7
0,0,0,0,0,0,0,0,0
0,83.73,191.6,14.45,38.94,50.69,0,122.6,79.62
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,232.3,324.8,0,0,11.97,148.9,0,0
0,0,0,0,0,0,0,0,0
21.09,101.8,0,13.5,54.38,43.04,4.355,26.39,13.38
0,0,0,0,0,0,0,0,0
0,405,223.5,0,35.17,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,296.1,0,18.87,0,0,48.94,118.7,44.83
0,0,0,0,0,0,0,0,0
15.74,0,0,0,32.99,6.151,84.26,40.93,0.1241
0,0,0,0,0,0,0,0,0
0,0,18.63,67.53,0,32.66,7.971,25.33,68.39
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,50.36,74.5,121,234.3,92.16,11.67
0,0,0,0,0,0,33.03,0,0
24.79,0,0,0,0,29.56,46.51,17.46,21.4
0,0,0,0,0,0,0,0,0
0,0,0,21.41,106.3,0,7.891,47.92,11.7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.72,225.5,145.8,28.19,14.27,0,201.6,4.43,0
0,0,0,0,0,0,0,0,0
0,0,4.898,71.73,14.88,18.4,0,26.27,16.04
0,0,0,0,0,0,0,0,0
0,175.5,73.94,25.28,59.14,0,139.9,57.2,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
189.6,302.7,18.76,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
